node_1|node_2|edge|chunk_id|node_3|edge_1
cnn|yoga posture recognition and classification|Deepak Kumar's paper offers a method for deep learning-based yoga posture recognition and classification using a CNN.|d4a39b9731de41cd8a133fd5fcc55f89||
pre-processing techniques|cnn|The lack of information about the pre-processing techniques used is a limitation in Deepak Kumar's paper for deep learning-based yoga posture recognition and classification using a CNN.|d4a39b9731de41cd8a133fd5fcc55f89||
cnn architecture|cnn|The absence of details regarding the CNN architecture hinders a comprehensive understanding of Deepak Kumar's approach for deep learning-based yoga posture recognition and classification using a CNN.|d4a39b9731de41cd8a133fd5fcc55f89||
discussion of approach's limitations|cnn|Deepak Kumar's paper does not discuss the limitations or downsides of his proposed methodology for deep learning-based yoga posture recognition and classification using a CNN, which is essential for a thorough evaluation of its strengths and weaknesses.|d4a39b9731de41cd8a133fd5fcc55f89||
softmax activation function|last layer|A SoftMax activation function and a cross-entropy loss function is used in the CNN's last layer for pose identification and categorization in Deepak Kumar's paper for deep learning-based yoga posture recognition and classification using a CNN.|d4a39b9731de41cd8a133fd5fcc55f89||
posture correction|algorithm based on recognized and intended postures|The authors developed an algorithm based on the recognized and intended postures to correct user's posture.|301e6f29a70b482e9ac2ea4cd1cc4d3c||
joint angles and distances|posture rectification|The algorithm calculates the angles and distances between the user's joints and the correct posture, refining them iteratively for posture rectification.|301e6f29a70b482e9ac2ea4cd1cc4d3c||
svm classifier|posture recognition|The system implementation is carried out using C# and the Microsoft Kinect SDK, enabling the system to capture the user's posture with the Kinect sensor and recognize the posture using the SVM classifier.|301e6f29a70b482e9ac2ea4cd1cc4d3c||
accurate posture correction|proposed system|The proposed system outperforms the baseline system in terms of accurate posture correction.|301e6f29a70b482e9ac2ea4cd1cc4d3c||
posture identification|proposed system|The experimental findings show that the proposed system outperforms the baseline system in terms of accurate posture identification.|301e6f29a70b482e9ac2ea4cd1cc4d3c||
baseline system|posture recognition without providing input for correction|We compare our results with a baseline system that merely recognises postures without providing input for correction.|301e6f29a70b482e9ac2ea4cd1cc4d3c||
small sample size|generalizability of results|limitation of study due to small dataset may impact generalizability|08842c065fbd4c5e885d2ece2556ae2d||
kinect sensor|availability and affordability for all users|potential drawback of relying on Kinect sensor in methodology|08842c065fbd4c5e885d2ece2556ae2d||
yoga pose classification|yogaposenet architecture|presentation and explanation of YogaPoseNet for yoga pose classification|08842c065fbd4c5e885d2ece2556ae2d||
dataset collection|yoga poses|gathering of dataset consisting of 110 photos each representing a specific yoga pose|08842c065fbd4c5e885d2ece2556ae2d||
rectified linear unit activation functions|network's performance|The authors used Rectified Linear Unit activation functions to improve the network's performance.|410e2e0903c44d45a705fa055683835b||
adam optimizer|model's training|The authors trained the model using the Adam optimizer.|410e2e0903c44d45a705fa055683835b||
categorical cross-entropy loss function|model's training|The authors used a categorical cross-entropy loss function to train the model.|410e2e0903c44d45a705fa055683835b||
training set|dataset|The dataset was split into a training set (80%) and a validation set (20%) for the purposes of training and validating the model.|410e2e0903c44d45a705fa055683835b||
validation set|dataset|The dataset was split into a training set (80%) and a validation set (20%) for the purposes of training and validating the model.|410e2e0903c44d45a705fa055683835b||
early stopping|avoid overfitting|The scientists also employed early stopping to avoid overfitting.|410e2e0903c44d45a705fa055683835b||
model check points|maintain the best- performing model|The scientists also employed model check points to maintain the best- performing model.|410e2e0903c44d45a705fa055683835b||
key points extraction|body configuration estimation|The key points extracted from the video frames are used to estimate the body configuration, which is a crucial step in determining the yoga position.|d64bb319f2f2458cbee54045d08ed7ee||
video frames|key points extraction|The key points extraction phase seeks to identify and extract the locations of key points from the video frames, which are essential for creating a yoga position.|d64bb319f2f2458cbee54045d08ed7ee||
cross-platform media pipe library|key points extraction|We used the Cross-Platform Media Pipe library, a pre-built machine learning solution from Google for extracting key points from video frames.|d64bb319f2f2458cbee54045d08ed7ee||
body configuration estimation|pose prediction|The body configuration estimation phase is followed by the pose prediction process, which categorizes whether the pose is valid and establishes the model architecture.|d64bb319f2f2458cbee54045d08ed7ee||
user position|key point extraction|The user's position is identified and extracted during the key point extraction phase.|d64bb319f2f2458cbee54045d08ed7ee||
pose correction|user position|During the pose correction stage, the user is provided further feedback for correcting their stance and shown the similarity percentage to the actual pose.|d64bb319f2f2458cbee54045d08ed7ee||
video frames|key points extraction|All of the video's frames are used in the first stage to extract keyframes, which are then stored in JSON format.|d64bb319f2f2458cbee54045d08ed7ee||
major joints|points on the human body|Identification of the major joints and points on the human body.|79f18922e8e4402e8c44191e3b73c664||
joints|general positions|The different joints of the human body initially establish the essential points. It comprises all general positions such as the eye, ear, neck, and shoulder.|79f18922e8e4402e8c44191e3b73c664||
primary points|joints|By grouping all of these joints, the entire structure of the body should be organized,|79f18922e8e4402e8c44191e3b73c664||
pose prediction|model|Creating a deep learning model is the second stage.|79f18922e8e4402e8c44191e3b73c664||
cnn|features|Features are extracted from the 2D coordinates of the key points obtained in the previous stage using a temporal distribution layer to CNN.|79f18922e8e4402e8c44191e3b73c664||
lstm|variance|The SoftMax layer provides the likelihood of each run in the frame, and the LSTM layer analyses the variance of these features in the frame.|79f18922e8e4402e8c44191e3b73c664||
time distributed layer combination with cnn|cnn|used when working with video images or time series data|da2d8765b17741acb0316cc5d474a107||
time distributed layer combination with cnn|video images or time series data|applied to in the work described|da2d8765b17741acb0316cc5d474a107||
softmax level|cnn|not applicable, SoftMax is used independently|da2d8765b17741acb0316cc5d474a107||
softmax level|exponential function of to determine the probability of each yoga pose|used in conjunction with SoftMax|da2d8765b17741acb0316cc5d474a107||
cnn and lstm models|forecasting asanas|combining results for more accurate predictions|da2d8765b17741acb0316cc5d474a107||
media pipe|extracting key points|used to save joint position values in a JSON file|da2d8765b17741acb0316cc5d474a107||
cnn and lstm models|json file containing joint position values|utilized for forecasting asanas during training|da2d8765b17741acb0316cc5d474a107||
cosine similarity|user's pose||da2d8765b17741acb0316cc5d474a107|standard pose|calculated to determine how closely the user's pose matches the correct pose
cosine similarity|user's pose vector||da2d8765b17741acb0316cc5d474a107|standard pose vector|used to calculate cosine similarity between the two vectors
cosine similarity|magnitudes of vectors a and b||da2d8765b17741acb0316cc5d474a107|(A · B)|used to calculate cosine similarity between the two vectors
classification score|model accuracy|represents the relationship between the two concepts, where a high classification score indicates a more accurate model.|7457bc2c214a451fa73d3e53c2d7d638||
confusion matrix|accuracy and recall|the confusion matrix provides detailed information on the correctness of the model, which is used to calculate metrics such as precision and recall. These metrics are then used to score Fl by calculating accuracy and recall.|7457bc2c214a451fa73d3e53c2d7d638||
true negatives|false negatives|these concepts represent the outcome of the model's predictions, where true negatives are correct predictions that the input does not belong to a specific class, and false negatives are incorrect predictions that the input should have been classified into a specific class.|7457bc2c214a451fa73d3e53c2d7d638||
true positives|false positives|similarly, true positives represent correct predictions that the input belongs to a specific class, while false positives are incorrect predictions that the input does not belong to a specific class.|7457bc2c214a451fa73d3e53c2d7d638||
iv. emperical analysis and result|classification score, confusion matrix, true negatives, true positives, false negatives, and false positives|these concepts are related as they all fall under the broader category of empirical analysis and results related to the model's performance.|7457bc2c214a451fa73d3e53c2d7d638||
yoga classification system|classification score, confusion matrix, true negatives, true positives, false negatives, and false positives|these concepts are related as they all fall under the broader category of the yoga classification system's evaluation criteria.|7457bc2c214a451fa73d3e53c2d7d638||
model accuracy|good fitting version loss curve|In a well-trained neural network, the model accuracy is closely related to the quality of the final loss values and the education and validation losses that decrease and reach a stable point. This can be observed from the good fitting version loss curve.|2dbfac537c364bd081c4dfc35860b3dd||
learning curves|model accuracy|Learning curves, also known as model accuracy and model loss curves, are typically employed for technologies like neural networks that analyze data incrementally over time. They help us determine how well the version is learning and generalizing.|2dbfac537c364bd081c4dfc35860b3dd||
learning curves|model loss curve|Learning curves, which are also known as model accuracy and model loss curves, consist of two curves: the education curve and the validation curve. The model loss curve depicts a minimizing score (loss), meaning that a lower score results in better model performance overall.|2dbfac537c364bd081c4dfc35860b3dd||
precision|true positives|Precision is calculated as the ratio of true positives to the sum of true positives and false positives.|2dbfac537c364bd081c4dfc35860b3dd||
recall|true positives|Recall is calculated as the ratio of true positives to the sum of true positives and false negatives.|2dbfac537c364bd081c4dfc35860b3dd||
f1-score|precision|The F1-Score combines precision and recall, providing a single value that can be used to evaluate the performance of a binary classifier.|2dbfac537c364bd081c4dfc35860b3dd||
matrix diagonal|highest number of samples|In a matrix, the diagonal elements are often referred to as the main diagonal, and they correspond to the elements that lie along the line that connects the top-left corner (or upper left-hand corner in row-major order) to the bottom-right corner (or lower right-hand corner in column-major order). In certain applications, such as data analysis, the diagonal of the matrix may be selected since it contains the values that are most likely to have been correctly identified.|2dbfac537c364bd081c4dfc35860b3dd||
human pose estimation|body pieces construction and placement according to a predetermined human body form|required for evaluating the human condition, as other computer vision problems do not have this requirement.|81b0f3f2af844f74a283e226359cb1d5||
avoiding injuries while exercising|assessing your posture while exercising|both help in preventing injuries during exercise|81b0f3f2af844f74a283e226359cb1d5||
popularization of yoga practice|self-study yoga programme|the former leads to the latter.|81b0f3f2af844f74a283e226359cb1d5||
real-time yoga monitoring system|media pipe library|used in the first step of the system|81b0f3f2af844f74a283e226359cb1d5||
user-specific key points|captured and saved in json format|by the Media Pipe library during real-time yoga monitoring.|81b0f3f2af844f74a283e226359cb1d5||
image sequence|transmitted to the model|in real-time yoga monitoring.|81b0f3f2af844f74a283e226359cb1d5||
cnn and lstm|used in conjunction to identify useful characteristics and track appearance of image sequences|in the proposed model for real-time yoga monitoring.|81b0f3f2af844f74a283e226359cb1d5||
softmax level|calculates each yoga pose's probability for the current image sequence|in the proposed model for real-time yoga monitoring.|81b0f3f2af844f74a283e226359cb1d5||
current image sequence|outputs the pose with the highest probability of|during real-time yoga monitoring.|81b0f3f2af844f74a283e226359cb1d5||
counting mode|user is given the output for each frame in this mode.|in real-time yoga monitoring.|81b0f3f2af844f74a283e226359cb1d5||
accurate pose|predetermined threshold|If the pose is deemed accurate, the user receives additional feedback based on a predetermined threshold.|fd1232abd2634a7cb7d231ab70535c50||
exact locations and angles|predetermined threshold|The threshold, in particular, is established to guarantee that the user maintains exact locations and angles while not overtaxing the machine.|fd1232abd2634a7cb7d231ab70535c50||
vi. future work|increasing the dataset|By including more yoga positions done by people both indoors and outside, the dataset can be increased.|fd1232abd2634a7cb7d231ab70535c50||
vi. future work|performance detection for real-world applications|Position can be determined using a similar method in tasks like sports, surveillance, healthcare, etc.|fd1232abd2634a7cb7d231ab70535c50||
yadav et al. (2019)|real-time yoga recognition using deep learning||fd1232abd2634a7cb7d231ab70535c50||
sidana (2022)|real-time yoga pose detection using deep learning||fd1232abd2634a7cb7d231ab70535c50||
sharma et al. (2022)|surya namskar:real-time advanced yoga pose recognition and correction for smart healthcare||fd1232abd2634a7cb7d231ab70535c50||
surya namskar|real-time advanced yoga pose recognition and correction for smart healthcare.|The provided context is a title that encompasses the concept of Surya Namskar, which is an advanced yoga pose, along with its real-time recognition and correction capabilities through smart healthcare technology.|7486adf93bd54c42acb709f3af45abb7||
surya namskar|yoga pose estimation and feedback generation using deep learning ijcs|The research article 'Yoga Pose Estimation and Feedback Generation using Deep Learning IJCS' discusses the estimation and feedback generation of Surya Namskar through deep learning techniques.|7486adf93bd54c42acb709f3af45abb7||
surya namskar|a survey on yogic posture recognition|The research article 'A Survey on Yogic Posture Recognition' discusses the recognition of various yogic postures, including Surya Namskar.|7486adf93bd54c42acb709f3af45abb7||
surya namskar|yoga pose monitoring system using deep learning researchsquare |The research article 'Yoga Pose Monitoring System using Deep Learning ResearchSquare' discusses the monitoring system for Surya Namskar through deep learning techniques.|7486adf93bd54c42acb709f3af45abb7||
surya namskar|yoga posture detection and correction system international reserch journal of modern education and technology |The research article 'Yoga Posture Detection and Correction System International Reserch Journal of Modern Education and Technology' discusses the detection and correction system for Surya Namskar.|7486adf93bd54c42acb709f3af45abb7||
surya namskar|deep learning-based yoga posture recognition using the y_pn-mssd model for yoga practitioners healthcare|The research article 'Deep Learning-Based Yoga Posture Recognition Using the Y_PN-MSSD Model for Yoga Practitioners' discusses the use of deep learning techniques to recognize Surya Namskar in yoga practitioners.|7486adf93bd54c42acb709f3af45abb7||
surya namskar|estimation of yoga postures using machine learning techniques international journal of yoga |The research article 'Estimation of Yoga Postures Using Machine Learning Techniques' discusses the estimation of various yoga postures, including Surya Namskar, through machine learning techniques.|7486adf93bd54c42acb709f3af45abb7||
yogaposenet|real-time detection|YogaPoseNet is a deep learning network developed by Roy et al. (2021) for real-time detection of yoga postures.|544f3b1d67064b9b972a17a8b7d887e8||
yogaposenet|recognition|YogaPoseNet is also capable of recognizing yoga postures in addition to detecting them.|544f3b1d67064b9b972a17a8b7d887e8||
bhattacharyya et al. (2021)|yoga pose detection|Bhattacharya et al. (2021) proposed a method for detecting yoga poses using convolutional neural networks.|544f3b1d67064b9b972a17a8b7d887e8||
international conference on computer vision and pattern recognition|yoga pose detection|Bhattacharya et al. (2021) presented their work on yoga pose detection at the International Conference on Computer Vision and Pattern Recognition.|544f3b1d67064b9b972a17a8b7d887e8||
